;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;size35_7;size35_9;size35_14;sizephage_23;sizephage_21;sizephage_32;TG;Podo;Sipho;Myo;tp;Bacillus;EColi;Klebsiella;Pectobacterium;Cronobacter;output
NC_019401:209317;0,61180896;0,421440815;0,267754931;-1,859344048;-0,471448629;0,739203735;0,631188647;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_011976:300915;-0,653582555;-0,951268466;-0,578793319;-0,365645064;-0,833246976;-1,194488257;-0,880640448;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_004914:119900;-0,880633104;-1,468437716;-0,56087718;0,007779682;-0,02360794;-1,607509848;-1,510569238;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_000866:61482;-0,440376539;0,765579461;-0,842374179;0,381204428;-0,604520677;0,342747182;0,379217131;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_004831:49894;0,650573651;-1,168517954;-0,49739433;0,007779682;-0,739677103;-0,378384098;-0,376697416;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_004913:84504;-0,088725115;-0,726328737;-1,113195307;-0,365645064;0,418249615;-0,241446458;-0,376697416;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_025418:146251;-0,609280002;-0,053432007;-0,334596353;1,501478666;-0,387490627;-0,709684839;-0,628668932;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0
NC_002166:18284;0,343224698;-0,44371211;-1,565661615;0,007779682;0,415884614;-0,866500523;-0,75465469;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_004777:A3;0,459518904;0,517568917;1,941036167;0,381204428;-0,486905492;-0,115552177;0,001259858;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
KU574722:185410;0,058027129;1,261600456;0,327212722;1,12805392;-0,594124038;-0,071378745;0,127245616;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
AY543070:275901;-1,694692412;-0,610974986;-0,127596045;-1,859344048;-0,595292264;0,681778274;0,631188647;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_010326:257541;-2,649966085;-1,872175729;0,284743728;1,501478666;-0,044401237;-2,350727844;-2,392469544;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:pParB;-0,479141263;-0,299519944;0,284743728;0,754629174;-0,854040253;-0,798031704;-0,376697416;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_009935:240414;-1,257204754;-1,766434779;-0,815283947;-1,485919302;0,084257287;-1,424190104;-1,38458348;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:p2PmgT;0,301691166;1,13471139;1,134124445;0,381204428;-0,227591585;1,517760477;1,765060469;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_012418:260827;-0,074880516;-1,312710109;-2,045446205;0,007779682;-0,252334216;-1,913410866;-1,888526512;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000902:83422;-1,667003281;-2,202856453;-0,554019655;0,007779682;0,704428739;-1,467259201;-1,510569238;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
NC_004777:194945;-0,692347288;0,229184609;-0,82140689;0,007779682;-0,731903302;-0,513113066;-0,628668932;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_011085:p8;0,210317119;-0,280294325;0,422768042;-0,365645064;0,821887426;0,434407053;0,379217131;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
NC_009935:240435;-1,315351856;-2,283604074;0,235196569;0,381204428;-0,191253901;-1,629596564;-1,762540754;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:Porf_235;1,849511427;0,209959007;1,485528704;0,007779682;-0,305472634;1,270389257;1,387103195;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
NC_005045:94331;-0,061035983;-0,957036147;-1,267569679;0,007779682;-0,754474083;-1,279522114;-1,258597722;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
NC_019401:223214;-0,072111609;0,72136053;0,08301584;0,007779682;-0,413995392;1,438248299;1,387103195;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_000866:P19(b);-0,227170572;2,540104149;0,479351147;-1,112494556;-1,030783297;1,58291629;1,135131679;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_011043:phi;0,110636353;0,34838348;-0,918545563;1,12805392;2,581233064;-0,005118596;-0,1247259;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
KU574722:Porf_360;0,71979638;0,192655919;1,941036167;0,381204428;-0,161201187;0,51944091;0,505202889;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_019401:234736;-0,26870417;1,127021057;1,491572061;1,12805392;-0,846627555;0,956757889;1,009145921;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_005856:p1Ref;-0,019502386;-0,466782855;1,321695918;0,007779682;-0,245836301;-0,676554765;-0,628668932;1;1;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1
NC_019401:Porf487A;1,431406081;0,367609083;1,941036167;0,381204428;-0,67859682;0,769020802;0,757174405;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
NC_000929:pP;0,343224698;-1,170440561;1,941036015;0,007779682;-0,297819541;-0,45679194;-0,502683174;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_000929:pM;0,301691166;1,261600456;-0,297121277;0,007779682;-0,235439662;0,013655112;0,001259858;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1
KU574722:171269;0,650573651;0,957835666;-0,470047933;-1,859344048;0,154153218;1,215172467;1,261117437;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_000866:58025;-0,177330189;0,677141599;0,693481205;0,381204428;-0,518687968;0,93798418;1,261117437;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
NC_004914:120763;-0,43206982;1,469237143;0,061781343;-0,365645064;0,474614588;0,582388051;0,883160163;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
NC_023567:A3;-0,877864198;-0,528304828;0,723484745;0,381204428;-1,038580776;-0,685389452;-0,628668932;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1
NC_011085:190276;0,24908181;-0,883978813;-1,252397341;-1,485919302;-0,664301411;-0,589312237;-0,628668932;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_002730:pRE;-0,0111956;1,121253422;0,598116949;-1,112494556;-0,256956573;0,775646817;0,883160163;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1
NC_025418:143288;1,298498436;-0,514846907;-0,090399386;0,754629174;-0,656503932;0,071080574;0,127245616;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_011043:186468;-0,279779829;-0,926275183;-0,877953279;0,381204428;-0,265330014;-0,50427838;-0,628668932;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_002371:Pr;0,71979638;1,128943663;1,583588382;0,007779682;0,500149334;1,652489445;1,513088953;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1
NC_004913:86553;-2,287239001;-0,957036147;0,723590502;1,874903412;-0,611018607;-0,688702459;-0,628668932;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_021190:PR';0,553661857;0,023470482;0,302439227;0,381204428;-0,512304282;0,188140169;0,253231374;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1
AY543070:274209;-1,426108216;0,075379654;1,491572061;1,874903412;-0,512250415;0,706073661;0,631188647;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_005856:36042;-0,384998376;-0,534072509;-0,297121277;0,007779682;0,548207722;-1,024420543;-1,006626206;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0
NC_004777:195687;0,456750063;-1,143524717;1,583588382;1,501478666;-0,425486057;-0,097882804;-0,1247259;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_009936:241862;-1,043998754;-0,472550536;-0,740441598;0,381204428;-0,180194841;-1,339156248;-1,38458348;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_010326:A1;0,395833988;-0,962803873;1,941036167;0,381204428;-0,611018607;-1,484928574;-1,762540754;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:Pe(2);1,187742044;2,540104149;-0,191631768;-1,112494556;-0,099699033;2,014711589;1,891046227;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
NC_002371:Pgtr;0,650573651;1,13471139;0,528940695;0,007779682;0,080102382;0,912584457;1,009145921;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1
NC_005856:LpPmgL;0,301691166;0,542562246;0,921779308;0,007779682;1,571332954;1,177625049;1,261117437;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_019401:215476;1,298498436;0,198423646;-0,330839851;-1,485919302;0,137540107;0,762394787;0,883160163;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
NC_001416:PL1;-0,005657787;2,019089825;1,941036167;0,381204428;-0,458967611;-0,225985757;-0,250711658;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1
NC_019401:229836;0,61180896;-0,468705415;0,316595558;0,381204428;-0,921618466;0,206913878;0,505202889;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
NC_001271:124557;-0,265935264;-0,962803873;0,723590502;1,12805392;0,5793977;-0,517530409;-0,502683174;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:179989;0,689338343;-0,451402351;-0,909466341;0,381204428;-0,440773462;0,331703824;0,253231374;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_011976:299082;-1,068918929;-0,103418618;-0,010661234;-1,485919302;0,090316295;-0,709684839;-0,628668932;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
NC_002730:101275;-1,30981401;-0,116876551;0,921779308;-0,365645064;-0,631811884;-0,195064355;0,001259858;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
KU574722:Porf_262;1,849511427;1,127021057;1,941036171;0,007779682;-0,447190621;1,277015272;1,387103195;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
EU438902:P5;1,849511427;2,359383396;0,08301584;0,007779682;-0,876174703;2,407855135;2,394989259;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
NC_011043:186167;-1,381805646;0,95206794;0,827147735;0,007779682;-0,474780021;-0,633485669;-0,880640448;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
NC_012418:261064;-2,738571093;-1,793350714;0,497088865;-0,365645064;0,151835501;-1,839420367;-1,636554996;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:179421;0,578582082;0,373376763;0,200934982;-1,859344048;-0,527845404;0,639813513;0,883160163;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_004913:87399;0,154938923;1,307741901;-0,858381114;1,501478666;-1,021686207;0,450972091;0,505202889;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0
NC_000866:PpseT.1;0,88039309;0,723283044;1,247779694;-1,859344048;0,115447234;0,84853298;0,757174405;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_005856:31635;0,650573651;-0,495621281;-0,97517093;0,754629174;-0,559543591;0,263235004;0,253231374;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
KU574722:172068;0,027569091;0,023470482;-1,227339885;-1,859344048;0,245405342;0,097584633;0,127245616;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_019401:235974;-0,407149628;-0,280294325;1,491572061;-0,365645064;-0,614627033;1,527699499;1,639074711;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
KU574722:170343;-0,819717105;-0,422563924;-0,662155103;-1,112494556;-0,616582818;-0,657781057;-0,628668932;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_019401:201517;0,71979638;0,809798392;-0,016229552;-1,112494556;-0,633594443;1,249406877;1,261117437;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_005856:p2Dbn;-0,061035983;-1,40114797;0,943013805;0,007779682;-0,236739242;-0,983560119;-0,880640448;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
EU622808:5516;-0,886170926;-0,386035234;0,567677347;0,381204428;-0,062595374;0,200287863;0,253231374;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0
NC_009935:A5;0,650573651;1,209691284;1,941036167;0,381204428;-0,217377687;-0,680972108;-0,628668932;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:62261;-0,955393646;0,26955842;1,491572061;1,874903412;-0,964648735;0,928045158;1,009145921;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
NC_004777:phi6.5;1,068678997;1,127021057;-1,610876902;0,007779682;3,963940818;1,037374402;0,757174405;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1
EU056923:266875;-1,426108216;-1,733751209;-1,488338432;-0,365645064;0,47932996;-2,346310501;-2,266483786;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KP025626:245942;-0,614817831;-1,045474009;-1,160520011;-1,112494556;0,375363449;-1,182340563;-1,132611964;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:225288;-0,301931081;1,611506691;-0,122251131;1,501478666;-0,785162429;0,269861019;0,379217131;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_000866:P53(w);0,578582082;1,507688348;0,295361061;1,874903412;0,336376023;0,404589987;0,505202889;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_003525:109795;-0,451452198;0,31185479;0,308084948;0,381204428;-0,707187577;-0,405992493;-0,502683174;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_000866:P17.4;0,66441825;1,127021057;0,029929514;0,381204428;-0,537839027;1,543160201;1,513088953;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1
EU236438:265239;-1,830368964;-1,795273136;0,58556602;-0,73906981;0,014079914;-1,37007765;-1,258597722;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:184346;0,434598679;-0,801308632;-1,614213686;0,381204428;0,631870604;-0,24365513;-0,250711658;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_004165:1129;-0,528981647;0,2753261;0,150519433;0,381204428;-0,045017987;0,194766184;0,379217131;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
NC_028816:P2;-0,384998376;-0,430254165;-0,858381114;1,501478666;3,988198814;-1,098411042;-1,132611964;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1
NC_002730:99281;-0,556670728;-0,801308632;-1,159203415;-0,365645064;0,286933999;-1,063072297;-1,132611964;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
NC_000924:15186;-0,229939479;-0,211082092;0,359064552;0,754629174;-0,42420932;0,090958618;0,127245616;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
KU574722:182658;1,215431109;-0,274526638;-0,274431861;0,381204428;-0,520047925;0,354894876;0,253231374;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_001416:26390;-1,1492173;-1,243497941;-0,030150413;-1,859344048;0,25970072;-1,098411042;-1,258597722;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
KU574722:181546;1,240351333;1,127021057;-0,989327283;1,874903412;-0,57073157;1,320084368;1,261117437;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
EU056923:270758;-0,744956557;-1,818344042;-0,603566899;-0,73906981;-0,520047925;-1,31486086;-1,38458348;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:Porf_324;1,849511427;0,281093781;1,623040248;0,007779682;-0,65706223;0,674047923;0,883160163;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
NC_003525:115316;-1,074456742;0,786727577;-0,412671497;0,007779682;-0,564255733;-1,129332445;-1,132611964;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0
KU574722:179349;1,187742044;0,231107169;-0,458911297;-1,112494556;-0,907323057;1,663532803;1,639074711;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_001978:106736;-1,379036739;-1,674151797;-0,798332747;-1,112494556;0,171329214;-1,491554588;-1,510569238;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_011040:198493;0,406909614;0,498343315;0,295361061;0,381204428;0,195008856;1,066087133;0,757174405;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
NC_011043:phiOL;0,61180896;0,198423646;-1,254758746;0,381204428;3,365150407;0,805463884;0,505202889;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
NC_006949:295822;-1,968814421;-1,001255078;1,134124445;0,007779682;-0,603221128;-0,872022202;-0,880640448;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_021190:284043;-0,498523642;0,965525907;-1,979063503;-1,112494556;0,099852261;-1,373390657;-1,258597722;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_009936:243809;-1,924511917;-2,097115504;-1,394848252;0,007779682;0,153513594;-2,24912895;-2,266483786;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_001978:108601;-1,999272459;-1,710680487;-0,792008462;0,007779682;0,212915815;-1,976358006;-1,762540754;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_000866:P54.4;0,689338343;0,063844293;1,941036023;0,381204428;-0,891728099;0,992096634;1,135131679;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1
EU236438:266461;-0,556670728;-0,810921433;-0,336501028;0,381204428;-0,190067875;-1,581005789;-1,636554996;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_004167:7360;-0,277010923;-0,299519944;-0,051469475;0,007779682;-0,442073042;0,487415172;0,631188647;1;1;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0
AY543070:P039;1,849511427;1,301974266;1,583588382;0,381204428;-0,855746907;2,063302364;1,765060469;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
NC_011085:192626;-0,288086549;-0,103418618;1,134124445;1,501478666;0,043970274;-0,594833916;-0,628668932;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:226301;0,434598679;0,809798392;-0,536324241;1,12805392;-0,121076521;0,654169878;0,757174405;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
KU574722:160189;-1,008002936;-0,559065815;-0,801755704;1,501478666;-0,022904432;-0,36734074;-0,376697416;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_005856:p2Res;0,71979638;0,425285935;0,08301584;0,754629174;-0,126729251;0,654169878;0,883160163;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_021190:285415;-1,520251104;-0,962803873;-0,214267369;1,501478666;-0,760470381;-0,574955871;-0,628668932;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_005856:pDmt;0,459518904;-1,335780923;-0,083321221;0,754629174;0,571600221;-0,200586034;0,001259858;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_001604:A1;0,434598679;0,083069895;1,583588382;-0,73906981;0,280550313;1,216276803;1,009145921;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_004914:pL;0,689338343;0,31185479;0,978404633;0,381204428;0,474614588;0,672943587;0,757174405;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1
NC_001416:25995;0,636729053;-0,835914761;-2,045446205;0,007779682;0,103161149;-0,534095447;-0,502683174;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_019401:205083;-0,21609488;-0,299519944;0,284743728;0,754629174;-0,541669239;0,813194234;0,883160163;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
KU574722:165544;0,420754213;-1,041628888;0,327212722;1,12805392;-0,457668031;-1,029942222;-1,006626206;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_003298:55444;-1,030154205;-1,54726273;1,583588382;-0,73906981;0,046884867;-0,47004397;-0,502683174;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
EU056923:P2;-0,277010923;-1,170440561;-1,962040826;-1,112494556;3,28918814;-1,364555971;-1,636554996;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:70037;-0,758801102;-0,141869857;0,003259627;-1,112494556;-0,265413694;-0,138743229;-0,1247259;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
NC_002730:pR';0,769636698;0,72136053;1,583588382;0,381204428;-0,444672202;0,633187498;0,757174405;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1
KU574722:161861;-1,085532385;-0,451402351;-0,714658184;0,007779682;-0,747474582;-0,059231051;0,001259858;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_005856:38050;0,420754213;-0,461015152;-1,143815041;-1,112494556;-0,28804789;-0,962577738;-1,006626206;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0
NC_005856:33756;-0,492985829;-0,647503676;1,321695918;1,874903412;0,067362734;-0,916195635;-0,880640448;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0
KU574722:Porf_41;1,124057128;-0,386035234;1,941036167;0,381204428;-0,657852481;0,648648199;0,631188647;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
NC_006949:297213;-1,581167113;0,117676025;-0,15822186;-1,859344048;-0,131473171;-0,972516761;-1,006626206;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
KU574722:Porf_302;0,321073446;1,774924539;-0,89045634;-1,859344048;0,339280288;1,184251064;1,135131679;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_027375:249852;-0,744956557;0,677141599;-1,43336785;-1,112494556;0,454186732;-1,61744887;-1,636554996;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_005045:93948;-2,035268178;-1,524192008;0,05824226;1,874903412;-0,737010251;-1,487137245;-1,636554996;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_005045:Promoter1;0,395833988;-0,695567728;1,941036167;0,381204428;-0,085987833;-1,037672573;-1,132611964;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
EU236438:P4;0,705951782;-0,122644238;-1,496557594;-1,112494556;3,88848109;-0,358506054;-0,628668932;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_019401:210921;-0,324082366;0,550252487;-0,172142589;-1,485919302;-0,805955768;0,66963058;0,757174405;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_001416:26019;-0,468065637;0,192655919;0,150519433;0,007779682;-1,228319618;-0,232611772;-0,376697416;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_019401:Porf332;1,298498436;-0,957036147;1,941036167;0,381204428;-1,09186358;0,685091281;0,883160163;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
NC_010326:255567;0,24908181;-0,86475321;-1,789740525;-1,112494556;-0,275726668;-1,278417778;-1,38458348;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:273265;-0,205019254;-0,451402351;0,021602292;0,381204428;-0,091186157;0,030220149;0,001259858;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_001978:107154;-1,478717506;-0,507156643;-1,496557594;-1,112494556;-0,543440362;-1,446276821;-1,38458348;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_012418:P3;-0,097031834;-0,103418618;-0,692044053;0,007779682;3,460979045;-0,990186134;-1,132611964;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:59084;-0,31300674;0,379144444;0,08301584;0,754629174;-0,878732301;0,794420526;0,883160163;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_001416:22440;-0,451452198;-1,155060079;-0,723895798;-0,365645064;-0,382292308;-0,626859654;-0,880640448;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_019401:233604;0,761330044;-0,186088785;-1,246642547;0,007779682;-0,640908974;-0,139847565;-0,1247259;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_000929:27872;-0,349002558;-0,745554339;-0,651307752;0,007779682;-0,451170101;-0,87533521;-0,75465469;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0
EU438902:290882;-0,440376539;1,649957896;1,491572061;1,501478666;-0,733179235;1,10915623;1,135131679;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
KU574722:168544;1,240351333;0,371454203;-0,539863324;1,12805392;-0,35398871;0,923627815;0,631188647;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
EU622808:4762;1,298498436;0,196501085;-0,738052172;1,501478666;-0,394751981;0,879454382;0,757174405;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
NC_001604:74712;0,406909614;-1,260800937;-1,263815979;-1,112494556;-0,075591184;-0,619129303;-0,502683174;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
KU574722:150401;0,060796035;0,209959007;-0,289077399;-1,859344048;-0,830647816;0,171575132;0,253231374;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_001895:42147;-0,722805284;-0,691722607;-0,949573943;0,381204428;-0,267929189;-0,939386687;-1,132611964;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
