;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;sizephage_23;sizephage_21;TG;Podo;Myo;tp;EColi;Pectobacterium;Cronobacter;output
NC_000924:16935;-0,826181277;0,867517335;0,100875817;-1,496291537;-0,298267181;-0,885322198;-0,695677211;1;0;0;0;0;0;1;0;1;1;0;0;0
NC_019401:233475;1,343739236;0,001757963;-1,831194937;0,017383613;0,151698497;1,199559937;1,099618818;1;1;0;0;1;0;0;1;0;0;0;1;0
KU574722:Porf_113;1,967768738;0,483828542;2,084130502;0,017383613;-0,993253452;1,418427434;1,612560541;1;1;0;1;0;1;0;1;0;0;1;0;1
NC_011040:201088;-1,021899595;-0,942706852;-0,004499956;0,395802401;0,61919399;-0,726248398;-0,952148073;0;1;1;0;1;0;1;0;0;1;0;0;0
NC_010326:253950;0,05313288;-0,850228;-0,448966486;0,395802401;-0,544570368;-0,49158634;-0,695677211;1;1;0;0;0;0;1;0;0;0;0;0;0
KU574722:173198;-1,055937547;-0,256002226;0,160391931;1,909477551;-0,468911734;0,5328038;0,843147957;1;1;1;0;0;0;0;1;0;0;1;0;0
NC_005856:33496;-0,222007339;-0,681011409;0,494271076;0,395802401;0,280513069;-0,223078792;-0,182735489;1;1;0;0;1;1;0;1;1;1;0;0;0
NC_001978:Ep_k;-1,407663224;-1,023379858;0,413226065;1,152639976;3,966925187;-1,809304053;-1,721560657;0;1;1;0;1;0;0;0;1;0;0;0;1
NC_000866:PmotB;1,967768738;1,215788731;2,084130348;0,395802401;-0,902250939;0,776491322;0,586677095;1;1;0;1;0;0;0;1;0;1;0;0;1
NC_002166:pL;0,05313288;0,483828542;0,845609302;0,395802401;-0,857833639;1,046127053;0,971383387;1;1;1;0;0;0;0;0;1;1;0;0;1
NC_001604:76671;-0,199315348;-0,643626332;0,266655654;0,774221188;0,448567894;-0,191489669;-0,43920635;1;1;1;1;0;1;1;0;0;1;0;0;0
NC_011976:299727;-0,029125533;0,867517335;0,38757633;1,531058763;-0,380927993;-0,289641588;-0,310970919;1;1;1;0;1;0;1;0;1;0;0;0;0
NC_013649:129571;-0,100037967;1,400746435;-1,109663346;0,017383613;0,171961459;0,345525426;0,201970803;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_025418:144188;0,24601472;-0,51179477;-1,05217925;-1,874710325;0,186435008;-1,180906137;-1,080383503;1;1;0;0;1;1;1;0;0;0;0;0;0
NC_010326:257148;-2,11962406;-1,42084213;0,622089163;1,909477551;-0,495268998;-1,151573379;-1,336854365;1;1;1;0;1;1;1;0;0;0;0;0;0
NC_005856:34813;-0,829017771;-1,676634721;1,248678281;0,395802401;0,627878178;-0,694659275;-0,695677211;1;1;1;0;1;0;0;1;1;1;0;0;0
NC_001271:125441;-0,134075903;-0,405542486;-0,833098783;-1,496291537;-0,595136472;-0,202771499;-0,182735489;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_021190:286075;-1,484248647;-2,170511064;0,351895603;0,017383613;0,256715697;-1,30726263;-1,080383503;0;1;0;0;0;0;0;0;1;1;0;0;0
NC_021190:286181;0,05313288;0,141460046;-1,620440266;1,152639976;0,339854584;-1,027473252;-1,208618934;0;1;1;0;1;0;0;0;1;1;0;0;0
NC_019401:207695;-0,273064277;0,133589513;0,589110733;1,152639976;-0,677777166;0,399678209;0,458441665;1;1;1;0;0;0;0;1;0;0;0;1;0
KU574722:Porf_272;1,967768738;0,875387868;1,283268271;0,017383613;-0,155745778;1,197303571;1,227854249;1;1;0;1;0;1;0;1;0;0;1;0;1
NC_019401:213063;0,135391361;1,050507452;0,599572117;-1,874710325;0,036212683;0,936693304;0,971383387;1;1;0;1;0;1;0;1;0;0;0;1;0
NC_000902:82697;-1,243146398;-1,330330911;-0,336252541;0,017383613;-0,170018055;-1,272288957;-1,465089795;1;1;0;0;0;0;1;0;1;1;0;0;0
NC_000866:59782;-0,389360693;2,063839416;-0,260998437;-0,361035175;-0,705135383;1,569603952;1,48432511;1;0;1;0;1;0;0;1;0;1;0;0;0
NC_000866:Psoc;0,297071692;2,662000457;-0,959934851;-1,496291537;-0,140104724;1,627141284;1,48432511;1;0;0;1;0;0;0;1;0;1;0;0;1
NC_019401:220509;0,061642432;0,133589513;-0,412233726;-1,874710325;-0,865791759;0,440292796;0,458441665;1;1;0;0;1;0;0;1;0;0;0;1;0
NC_019401:206843;-0,429071652;1,215788731;0,589110733;1,152639976;0,759967191;1,499656608;1,48432511;1;0;1;1;0;0;0;1;0;0;0;1;0
NC_004167:7426;-0,003597013;-0,216649528;-1,277024971;-1,874710325;-0,548194212;-0,703684739;-0,695677211;1;1;0;1;0;0;0;0;1;0;0;0;0
NC_009936:241577;-1,143868983;-2,394821525;-0,019156997;0,774221188;-0,570643628;-1,679563011;-1,593325226;1;1;1;0;0;0;1;0;0;0;0;0;0
NC_019401:232765;1,167876432;0,706171323;-0,173056103;-0,739453962;-0,060477506;0,769722224;0,971383387;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_004777:196630;0,328273133;-0,415380675;-0,668788428;-1,11787275;-0,349086188;-0,808605755;-0,823912642;1;1;0;0;1;0;1;0;0;0;0;0;0
KU574722:173479;0,402022062;0,133589513;0,453533015;-0,739453962;0,808797499;0,970538793;0,843147957;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_019401:229617;-0,360995713;0,033240117;0,171384712;1,152639976;-0,137260889;0,317320852;0,201970803;1;1;1;1;0;0;0;1;0;0;0;1;0
AY543070:279980;1,167876432;0,263453442;-2,099172915;-1,11787275;-0,883159997;-0,023390406;-0,182735489;1;1;0;0;1;0;0;0;0;1;0;0;0
KU574722:171224;-1,209108428;-0,051368191;0,14207063;0,395802401;-0,779509102;0,467369187;0,586677095;1;1;1;0;0;0;0;1;0;0;1;0;0
NC_027375:A1;0,478607485;-0,649529231;2,084130498;0,395802401;-0,035010244;-0,549123672;-0,695677211;1;1;1;0;1;0;1;0;0;0;0;0;1
KU574722:156003;0,54384693;0,153265868;-0,579789343;0,774221188;-0,185605989;0,538444715;0,586677095;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_019401:219083;1,967768738;1,526675144;-0,872989699;0,017383613;-0,372243874;1,448888374;1,356089679;1;1;0;0;1;0;0;1;0;0;0;1;0
EU056923:270145;-0,829017771;-1,961941856;-1,288555521;-1,874710325;0,365906976;-1,596077471;-1,593325226;0;1;0;0;1;0;1;0;0;0;0;0;0
AY543070:276417;0,861534603;1,526675144;1,39891304;1,152639976;-0,657681597;1,895648831;1,997266833;1;1;1;1;0;0;0;0;0;1;0;0;0
NC_012418:260105;-1,770734879;-0,301257835;-0,326955122;-0,739453962;-0,199306058;-1,505822833;-1,336854365;1;0;1;0;0;0;1;0;0;0;0;0;0
NC_000902:79918;0,402022062;-0,771522627;1,087450654;-0,739453962;0,454936828;-0,761222071;-0,695677211;1;1;1;0;0;0;1;0;1;1;0;0;0
KU574722:172427;0,974994525;0,304773738;1,442884163;0,774221188;-0,966237067;2,064876277;1,997266833;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_001416:22563;-0,664500929;0,153265868;0,054128296;1,152639976;-0,527110803;-1,122240622;-0,952148073;1;1;1;0;1;0;0;0;1;1;0;0;0
NC_025418:P2;-0,321284753;-0,377995599;-0,467781008;-1,11787275;4,502446294;-0,597635539;-0,823912642;0;1;0;0;0;0;1;0;0;0;0;0;1
NC_001978:105448;-1,118340498;-1,460194887;0,190237564;-1,11787275;0,145909084;-0,930449516;-0,952148073;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_021190:285061;-0,826181277;1,215788731;0,494271076;0,395802401;-0,084220297;-0,177951473;-0,182735489;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_005856:33317;-0,899930206;-1,289010662;-0,0557996;1,152639976;-0,074088816;-0,361845298;-0,43920635;1;1;1;0;1;0;0;1;1;1;0;0;0
NC_009935:240031;-2,862786338;-2,083935205;0,589110733;-0,361035175;0,509195079;-1,878123214;-1,721560657;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_002371:47354;-1,058774076;0,304773738;0,823514242;0,017383613;-0,73899638;0,345525426;0,201970803;1;1;0;0;0;0;1;0;1;1;0;0;0
NC_009936:242524;-2,604665121;-1,243755053;0,930843795;0,395802401;-0,186982476;-1,721305781;-1,721560657;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_019401:222588;-0,389360693;0,483828542;0,3545979;1,531058763;0,215382089;0,589212948;0,714912526;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_028816:136965;-0,239026307;-0,694784841;-0,766345113;0,395802401;0,211108168;-1,065831473;-1,208618934;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_019401:212498;1,967768738;1,526675144;-0,367262073;-0,739453962;-1,085677912;1,943032516;1,997266833;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_005856:31240;-1,626073516;0,121783691;-0,692191223;0,017383613;0,283407775;-1,227161638;-1,208618934;0;0;0;0;1;0;0;1;1;1;0;0;0
NC_011043:186551;0,739565265;0,243777063;-0,766356529;0,017383613;1,096960926;0,15711887;0,201970803;0;1;0;1;0;0;1;0;0;0;0;0;0
KP025626:246690;-0,624789961;-0,924998154;-0,559248237;-1,874710325;-0,414217151;-0,754452973;-0,695677211;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_005856:LpDarA;0,54384693;-0,051368191;-0,642081855;1,531058763;0,11406728;0,232707129;0,201970803;1;1;1;0;1;0;0;1;1;1;0;0;1
NC_019401:Porf034;1,967768738;0,338223548;2,084130498;0,395802401;-0,042247016;0,937821487;0,971383387;1;1;1;0;1;0;0;1;0;0;0;1;1
NC_005856:p2Upl;-0,860219247;-1,462162473;1,714039773;0,395802401;0,91155961;-0,598763722;-0,43920635;1;1;1;0;1;0;0;1;1;1;0;0;1
NC_000866:PnrdC.4;1,967768738;-0,415380675;1,826336935;0,395802401;-0,789919694;0,562136557;0,458441665;1;1;0;1;0;1;0;1;0;1;0;0;1
NC_011085:192017;0,2034673;-0,3386429;-1,523192007;0,017383613;-0,179745693;-0,399075336;-0,43920635;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_006949:297283;-0,457436633;0,141460046;0,250559904;0,017383613;0,368940687;-0,582969161;-0,310970919;1;1;0;1;0;0;0;0;1;0;0;0;0
NC_019401:216725;-0,732576864;0,133589513;0,351895603;0,395802401;-0,144810146;-0,153131448;-0,182735489;1;1;0;0;0;0;0;1;0;0;0;1;0
KU574722:161175;0,489953464;-0,082850345;1,02882249;-0,361035175;-0,687767144;0,913001462;0,971383387;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_004165:952;0,660143279;1,444034458;-0,279632388;-1,11787275;-0,821201785;1,305609136;1,356089679;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_010326:255493;-1,197762416;0,001757963;-0,36898183;-1,11787275;0,261697443;-1,321929008;-1,336854365;1;1;0;0;1;0;1;0;0;0;0;0;0
EU438902:291944;-1,237473409;-0,505891871;1,618768831;-0,739453962;-0,543031688;0,916386011;0,971383387;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_004913:88187;-0,860219247;-0,793166592;-0,891251773;-0,361035175;0,03591013;-0,557020952;-0,43920635;1;1;1;0;1;0;1;0;1;1;0;0;0
NC_003298:55665;-0,134075903;-1,180790698;-1,774339329;1,531058763;0,189329714;-0,348307102;-0,43920635;0;1;1;0;1;0;1;0;0;1;0;0;0
NC_000866:P69.8;0,77927619;0,497601974;2,084130348;0,395802401;-0,573426139;1,263866366;1,48432511;1;1;0;0;1;1;0;1;0;1;0;0;1
NC_011040:199876;-1,963616786;-0,195005543;0,783725723;0,017383613;0,111172565;-0,746555692;-0,952148073;1;1;0;0;1;0;1;0;0;1;0;0;0
NC_003298:55661;-0,497147575;-0,651496865;-0,948404278;-1,11787275;-0,068299399;0,10409427;0,073735373;1;1;0;0;1;0;1;0;0;1;0;0;0
NC_011976:298532;-1,651602035;-0,147782302;0,09711212;0,017383613;-0,695211211;-1,314031727;-1,336854365;1;1;0;0;0;0;1;0;1;0;0;0;0
KU574722:152251;0,155246823;-0,293387291;-0,147406194;1,152639976;-0,751600318;0,556495642;0,586677095;1;1;1;0;0;0;0;1;0;0;1;0;0
EU056923:A2;0,739565265;-0,655432131;2,084130498;0,395802401;-0,637109748;-0,527688195;-0,567441781;1;1;1;0;1;0;1;0;0;0;0;0;1
NC_001825:104519;-0,083018999;-0,259937492;-0,441060073;-1,496291537;-0,006444751;-0,270462477;-0,054500058;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_013649:128514;-0,213497855;-0,92893342;-0,162968804;0,017383613;-0,570643628;-0,775888449;-0,695677211;1;1;0;0;0;0;1;0;0;0;0;0;0
NC_000902:80910;-1,350933263;0,296903205;-0,362947915;0,395802401;-0,590851642;-1,168496124;-1,080383503;1;0;0;1;0;0;1;0;1;1;0;0;0
NC_000866:P55';0,739565265;0,483828542;1,39891304;1,531058763;-0,923554195;1,54591211;1,356089679;1;1;1;0;0;0;0;1;0;1;0;0;1
NC_019401:201562;1,539457571;0,127686614;-0,316416526;0,017383613;-0,494161443;-0,484817242;-0,182735489;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_003525:114113;-1,305549348;-0,478344983;0,475518577;1,909477551;-0,710292487;-0,378768043;-0,43920635;1;1;1;1;0;0;1;0;1;1;0;0;0
EU056923:267166;-0,224843834;-2,009165052;-1,091902899;-1,11787275;-0,27092903;-1,972890584;-1,978031518;1;1;0;0;1;0;1;0;0;0;0;0;0
EU236438:265739;0,067315421;-0,999768261;0,020161905;-1,496291537;0,459985002;-1,015063239;-0,952148073;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_005856:p3PmgC;0,01058546;1,209885878;0,51216118;0,395802401;-0,393205503;1,243559073;1,227854249;1;1;1;1;0;0;0;1;1;1;0;0;1
KP025626:248535;-0,613443974;-1,058797349;-1,037822336;0,395802401;-0,141526637;-1,540796505;-1,465089795;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_005856:p1Res;0,328273133;0,493666708;0,446204495;0,395802401;-0,804716979;0,36583272;0,458441665;1;1;1;0;0;0;0;1;1;1;0;0;1
NC_005856:32283;-1,209108428;-1,251625585;0,353939311;-1,11787275;0,538142177;-0,641634675;-0,695677211;1;1;0;0;1;1;0;1;1;1;0;0;0
NC_001271:122138;-1,047428063;-0,021853658;1,714039773;0,395802401;-0,321586443;-0,409228983;-0,43920635;1;1;1;0;1;0;1;0;0;0;0;0;0
KU574722:174268;-0,236189812;0,338223548;-0,110763591;1,531058763;-0,448953662;1,021307027;0,843147957;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_004665:A1;-1,359442814;-0,399639587;2,084130498;0,774221188;-0,563835257;-0,078671372;-0,310970919;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_011043:phi2.5;-0,429071652;-0,732169918;-0,269601943;0,017383613;3,377712012;-0,362973481;-0,695677211;0;1;0;1;0;0;1;0;0;0;0;0;1
NC_002649:3573;-0,11422044;2,662000457;-0,31134137;-1,11787275;-0,86434444;0,662544842;0,458441665;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_004831:49250;-1,362279309;-0,681011409;-0,191377405;1,531058763;0,266039502;-1,090651499;-1,080383503;0;1;1;0;1;0;1;0;0;0;0;0;0
EU236438:263475;-0,678683411;-0,970253716;0,022652295;0,017383613;-0,162377446;-0,887578563;-1,080383503;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_019401:227810;-0,701375393;0,796682541;0,138406369;0,017383613;-0,673275781;1,024691576;0,971383387;1;0;1;0;0;0;0;1;0;0;0;1;0
NC_000866:P32(late);0,699854339;2,662000457;0,494271076;0,017383613;-0,851061996;1,498528425;1,356089679;1;0;0;1;0;0;0;1;0;1;0;0;1
AY543070:282137;-0,829017771;-0,70659064;-0,370926333;0,395802401;-0,447506309;-0,322358894;-0,310970919;1;1;1;0;1;0;0;0;0;1;0;0;0
NC_011976:299199;-0,582242499;-0,555082746;0,413226065;-0,361035175;0,06051516;-0,621327382;-0,567441781;1;1;1;0;1;1;1;0;1;0;0;0;0
NC_028816:137854;-1,209108428;-1,485774165;-1,268377057;-1,11787275;-0,799670142;-1,161727026;-1,336854365;1;1;0;0;0;0;1;0;0;0;0;0;0
NC_004665:91310;-1,118340498;-1,857657065;0,589110733;1,152639976;0,127093476;-1,484387356;-1,336854365;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_009936:243268;-0,624789961;1,444034458;-0,719031365;0,017383613;0,238539774;-0,577328246;-0,695677211;1;0;1;0;1;1;1;0;0;0;0;0;0
NC_019401:203750;-0,236189812;1,444034458;1,618768831;0,395802401;-0,789919694;0,856592313;0,971383387;1;1;1;1;0;0;0;1;0;0;0;1;0
EU622808:5564;0,504136005;-0,08875325;0,494271076;0,017383613;-0,750106057;0,917514194;0,843147957;1;1;0;1;0;0;1;0;0;0;0;0;0
KU574722:185190;1,539457571;1,215788731;0,38024781;1,531058763;-0,780409319;0,743774016;0,586677095;1;1;1;0;0;0;0;1;0;0;1;0;0
NC_011040:phiOL;0,77927619;-0,049400546;1,050808052;1,531058763;2,936918444;1,111561665;0,843147957;0;1;1;1;0;0;1;0;0;1;0;0;1
NC_003525:112118;-1,058774076;0,350029347;-0,015492737;0,774221188;-0,512646348;0,265424435;0,201970803;1;0;1;1;0;0;1;0;1;1;0;0;0
NC_000924:11792;-0,519839566;-1,287042982;-0,61643199;1,152639976;0,290644541;-0,338153456;-0,182735489;1;1;1;0;1;0;1;0;1;1;0;0;0
NC_011043:188409;-1,569343555;-1,682537667;-0,908720586;0,017383613;0,849323388;-1,282442604;-1,465089795;0;1;0;0;1;0;1;0;0;0;0;0;0
AY543070:275489;0,575048439;0,611724838;0,636746204;0,774221188;-0,50974253;1,351864638;1,227854249;1;1;1;0;1;0;0;0;0;1;0;0;0
NC_005045:94847;-1,816118861;-1,052894402;-0,136413413;-0,361035175;-0,040799662;-1,343364485;-1,336854365;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_010326:257345;-1,634583;-1,058797349;0,607432122;-0,361035175;0,161829969;-2,032684281;-1,978031518;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_001271:122601;-0,786470313;-1,167017219;-0,184048884;-0,739453962;-0,332063202;-0,778144815;-0,952148073;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_000866:P40;0,861534603;1,113471713;1,714039773;0,395802401;-0,389612112;1,176996277;1,227854249;1;1;1;0;1;0;0;1;0;1;0;0;1
KU574722:173926;-0,159604422;-0,464571551;0,51216118;0,774221188;-0,757240166;0,352294524;0,330206234;1;1;1;0;1;0;0;1;0;0;1;0;0
KU574722:Porf_265;1,967768738;0,243777063;2,084130502;0,017383613;-0,023507727;1,02243521;1,099618818;1;1;0;1;0;1;0;1;0;0;1;0;1
NC_001271:phi17;-0,863055741;0,54088995;-0,233297144;0,395802401;3,936524207;0,018352364;-0,182735489;0;0;0;1;0;0;1;0;0;0;0;0;1
NC_004831:P2;-0,239026307;0,403155489;-1,039441486;0,017383613;2,083769707;0,007070534;-0,182735489;0;0;0;1;0;0;1;0;0;0;0;0;1
NC_000866:72034;-1,112667508;-0,696752474;2,084130502;0,017383613;-0,719608984;0,68849305;0,714912526;1;1;0;0;1;0;0;1;0;1;0;0;0
NC_004914:116671;-1,756552405;-1,491677017;0,426049492;0,017383613;0,331170465;-1,147060647;-1,208618934;0;1;0;0;1;0;1;0;1;1;0;0;0
NC_019401:204800;0,518318411;-0,293387291;-1,366386734;-1,496291537;-0,346191482;0,035275109;-0,054500058;1;1;0;0;1;0;0;1;0;0;0;1;0
AY543070:281019;0,660143279;0,796682541;-0,708754702;-1,11787275;-0,230403106;0,733620369;0,458441665;1;1;0;0;1;0;0;0;0;1;0;0;0
KU574722:148772;1,224606325;0,861614482;-1,096659297;0,017383613;0,044744171;1,187149924;1,099618818;1;1;0;1;0;0;0;1;0;0;1;0;0
NC_003525:113655;-0,148258376;-0,037594735;-1,996539302;0,017383613;0,399196133;-1,126753354;-0,952148073;0;0;0;0;1;0;1;0;1;1;0;0;0
NC_005856:32668;-0,979352141;0,85177627;0,648627802;0,017383613;0,617775735;0,228194397;0,330206234;1;1;0;1;0;0;0;1;1;1;0;0;0
NC_019401:207706;-0,162440917;0,473990376;-0,011828477;-0,739453962;-1,089943618;0,821618641;0,971383387;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_000866:66711;-0,273064277;-0,456700995;-0,601774949;1,531058763;0,15314585;0,315064486;0,330206234;1;1;1;0;1;0;0;1;0;1;0;0;0
NC_011085:190980;-1,237473409;0,444475832;-0,480854229;0,774221188;-0,755792848;-0,382152592;-0,567441781;1;0;1;0;1;0;1;0;0;0;0;0;0
NC_023567:130984;-0,134075903;-0,970253716;-0,49917553;-0,739453962;-0,39612871;-1,54643742;-1,465089795;1;1;1;0;0;1;1;0;0;0;0;0;0
NC_011043:189547;-1,209108428;-1,229981574;0,51216118;0,017383613;-0,347638835;-0,467894497;-0,695677211;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_005045:97444;-1,314058832;-1,228013894;1,618768831;0,017383613;0,187882361;-2,0778116;-2,106266949;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_019401:220363;0,56370246;0,566469228;0,607432122;-0,361035175;-0,96046575;1,149919886;1,227854249;1;1;1;0;0;0;0;1;0;0;0;1;0
KU574722:Porf_525;0,974994525;0,153265868;1,054472225;1,152639976;-0,435862933;0,412088222;0,714912526;1;1;1;1;0;0;0;1;0;0;1;0;1
NC_000902:80257;-0,275900771;-0,673140876;0,823514242;0,017383613;-0,885187981;-1,1899316;-1,080383503;1;1;0;1;0;0;1;0;1;1;0;0;0
NC_019401:228558;-0,134075903;-0,694784841;0,358262248;-0,361035175;-0,653030668;0,717825807;0,714912526;1;1;1;0;1;0;0;1;0;0;0;1;0
EU438902:291804;1,224606325;0,133589513;-1,613111746;1,152639976;-0,739871928;1,783958717;1,612560541;1;1;1;0;1;0;1;0;0;0;0;0;0
AY543070:278397;0,297071692;0,444475832;-0,492947568;-1,496291537;0,494069184;2,011851678;1,997266833;1;1;0;1;0;0;0;0;0;1;0;0;0
KU574722:150656;1,167876432;0,344126448;-1,85819922;-1,11787275;-1,129210315;0,695262148;0,714912526;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_005856:31573;-0,644645449;-0,930901053;-0,665495849;0,017383613;-0,527110803;-1,573513811;-1,208618934;1;1;0;0;1;0;0;1;1;1;0;0;0
NC_004167:9700;1,343739236;-1,133567409;0,830183037;-1,874710325;0,002620974;-0,32461526;-0,182735489;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_019401:219777;-0,179459885;0,489731442;0,919989344;0,017383613;-0,192771889;0,223681665;0,073735373;1;1;0;0;1;0;0;1;0;0;0;1;0
NC_003525:114174;-0,083018999;1,526675144;-1,199193753;-1,874710325;-0,069008992;0,008198717;0,073735373;1;0;0;1;0;0;1;0;1;1;0;0;0
EU236438:A2;0,739565265;-0,655432131;2,084130498;0,395802401;-0,603820591;-0,590866442;-0,567441781;1;1;1;0;1;0;1;0;0;0;0;0;1
KU574722:Porf_193;1,128165372;1,394843582;1,754887052;0,017383613;-0,105978773;1,7850869;1,612560541;1;1;0;1;0;1;0;1;0;0;1;0;1
NC_004679:PL3;0,853025186;-0,05727109;-0,147406194;0,774221188;-1,10171057;0,639981182;0,586677095;1;1;1;0;1;0;1;0;0;0;0;0;1
NC_005856:pMat;0,2034673;1,04263692;2,084130498;1,152639976;-0,461457405;1,222123596;1,227854249;1;1;1;1;0;0;0;1;1;1;0;0;1
NC_004831:52654;1,224606325;0,444475832;-1,376251853;-1,11787275;0,336236649;0,344397243;-0,310970919;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_019401:215462;1,167876432;0,802585394;-1,190702106;-1,11787275;-0,408846582;0,705415795;0,714912526;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_009935:239053;-0,474455601;-1,281140036;-1,715711121;-0,739453962;-0,543031688;-1,119984256;-1,080383503;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_009936:244297;0,175102286;-0,572791445;-0,589501483;0,017383613;1,283529827;-0,426151727;-0,43920635;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_005856:pInsA;0,489953464;0,09226917;1,248678281;-0,361035175;-0,757215657;0,652391195;0,714912526;1;1;1;1;0;0;0;1;1;1;0;0;1
NC_006949:295407;-0,860219247;-0,05727109;2,084130498;0,017383613;-0,169614221;-0,549123672;-0,43920635;1;1;1;0;1;0;0;0;1;0;0;0;0
NC_000866:PnrdBin;1,967768738;2,662000457;0,703346969;-1,496291537;-0,007510507;1,415042885;1,356089679;1;1;0;0;1;0;0;1;0;1;0;0;1
NC_006949:292775;-0,882911221;0,086366271;0,31429095;0,395802401;-0,191324536;-0,148618716;-0,054500058;1;1;1;0;1;0;0;0;1;0;0;0;0
KU574722:174356;1,967768738;-0,405542486;-1,4316758;-1,11787275;0,087401609;0,676083037;0,458441665;1;1;0;1;0;1;0;1;0;0;1;0;0
NC_000929:28747;-1,237473409;-0,991897728;-0,011828477;0,774221188;0,24577654;-0,674351982;-0,43920635;0;1;1;0;1;0;0;1;1;1;0;0;0
KU574722:Porf_551;1,403305692;0,928514103;0,930843795;0,017383613;-0,303624904;1,406017421;1,48432511;1;1;0;1;0;0;0;1;0;0;1;0;1
NC_001978:107132;-2,068567156;-1,651055443;0,218418517;0,017383613;-0,476453372;-1,537411956;-1,593325226;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_004914:pL;0,77927619;0,381511525;1,087450654;0,395802401;0,589337471;0,761824943;0,843147957;1;1;1;1;0;0;1;0;1;1;0;0;1
NC_011040:199059;-1,121176992;-0,383898498;1,39891304;0,774221188;-0,567636727;-1,024088703;-0,952148073;1;1;1;0;1;0;1;0;0;1;0;0;0
NC_011040:199066;-0,213497855;-1,440518555;0,021149866;0,017383613;0,332617818;-0,896604027;-0,952148073;1;1;1;0;1;0;1;0;0;1;0;0;0
NC_000902:pRM;0,541010503;1,394843582;-0,164326859;-1,496291537;-0,282296172;0,756184028;0,714912526;1;1;0;1;0;0;1;0;1;1;0;0;1
KU574722:162720;0,112699336;1,215788731;1,050808052;1,152639976;-0,883159997;1,087869823;1,227854249;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_004679:102090;0,541010503;1,475516588;0,204363142;1,152639976;0,400643487;0,659160293;0,714912526;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_004914:121268;-0,454600138;-0,466539184;0,022652295;0,395802401;-0,185535123;-0,417126264;-0,310970919;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_005856:pKilA;0,217649773;1,526675144;0,351895603;0,017383613;-0,213034851;0,108607002;0,073735373;1;1;0;0;1;1;0;1;1;1;0;0;1
NC_004913:84335;0,288562208;-1,135535089;-1,234077372;-1,11787275;0,348538703;-0,895475844;-0,952148073;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_000866:P39;1,967768738;0,444475832;1,279874614;-1,496291537;0,124371395;0,861105045;0,714912526;1;1;0;1;0;0;0;1;0;1;0;0;1
NC_011085:193242;1,167876432;-1,127664556;-2,170079875;0,774221188;-0,050931143;-0,361845298;-0,43920635;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_001978:107272;-1,816118861;0,263453442;-0,009521019;0,017383613;-0,513782496;-1,259878945;-1,336854365;1;0;0;0;0;0;0;0;1;0;0;0;0
NC_023567:132659;-0,199315348;-1,967844709;-1,697717958;0,395802401;0,012910543;-1,187675234;-1,465089795;1;1;0;0;0;0;1;0;0;0;0;0;0
NC_003298:54810;0,665816403;0,259518129;-1,426234297;0,774221188;-0,007510507;-0,334768907;-0,43920635;1;1;1;0;1;0;1;0;0;1;0;0;0
